Actors,Awards,Box_Office,DVD,Director,Genre,IMDB_ID,IMDB_Rating,IMDB_votes,Language,MetaCritic,Movie,Plot,Production,Rated,Released,Rotten Tomatoes,Runtime,Type,Website,Writers,Year
"Arjun Kapoor, Parineeti Chopra",N/A,N/A,N/A,Vipul Amrutlal Shah,"Comedy, Romance",tt7607940,N/A,N/A,Hindi,N/A,Namastey Canada,N/A,N/A,N/A,07 Dec 2018,,N/A,movie,N/A,N/A,2018
"Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor",1 nomination.,N/A,N/A,Vikas Bahl,"Comedy, Drama, Romance",tt4007558,3.7,"3,747",Hindi,N/A,Shaandaar,"In the backdrop of a destination wedding in London, two families try to save their respective empires, unbeknownst to each other.",Phantom Films,NOT RATED,22 Oct 2015,13%,144 min,movie,N/A,"Vikas Bahl (story), Chaitally Parmar (story), Anvita Dutt (screenplay and dialogue)",2015
"Gippy Grewal, Aditi Sharma, Guggu Gill, Kulwinder Billa",N/A,N/A,N/A,Simerjit Singh,"Drama, War",tt7246718,N/A,N/A,"Panjabi, Hindi, Tamil, Telugu",N/A,Subedar Joginder Singh,It is a biographical feature film on India's Highest Wartime Gallantry Award - Param Vir Chakra winner Subedar Joginder Singh. He fought three wars (as per records) for India before ...,Seven Colors Motion Pictures,N/A,06 Apr 2018,,N/A,movie,N/A,Rashid Rangrez,2018
"Kamal Haasan, Rahul Bose, Shekhar Kapur, Pooja Kumar",3 wins & 10 nominations.,N/A,N/A,Kamal Haasan,"Action, Thriller",tt2199711,8.4,"36,603","Tamil, Hindi, Telugu, Arabic, Pushto",N/A,Vishwaroopam,"Vishwanathan, a Kathak dance teacher in New York, is in a rather happy marriage with Nirupama who is a nuclear oncologist. She hires a detective to keep a watch on her husband, who ...",Blue Sky Cinemas,N/A,25 Jan 2013,100%,148 min,movie,N/A,"Kamal Haasan, Atul Tiwari (hindi dialogue)",2013
"Siddhartha Gupta, Swapnel Desai, Farhan Akhtar, Vipin Sharma",12 nominations.,"$262,511",18 May 2010,Vijay Lalwani,"Drama, Romance, Thriller",tt1373156,7.0,"8,563","Hindi, Urdu",N/A,Karthik Calling Karthik,"A loner, Karthik achieves success, and even wins the heart of his gorgeous co-worker, after getting early morning mysterious phone calls from someone claiming to be him.",Eros Entertainment,N/A,26 Feb 2010,,135 min,movie,http://www.erosentertainment.com/,"Vijay Lalwani (story, screenplay & dialogue)",2010
"Salman Khan, Anupam Kher, Varun Dhawan, Ileana D'Cruz",1 win & 3 nominations.,"$274,579",N/A,David Dhawan,"Action, Comedy, Romance",tt2762334,5.3,"5,947",Hindi,N/A,Main Tera Hero,Sreenath Prasad aka Seenu is the most notorious boy in Ooty. He drops out of college in Ooty in order to pursue education in a Bangalore college. Here he falls in love with Sunaina. But ...,Eros Entertainment,N/A,04 Apr 2014,20%,128 min,movie,N/A,"Tushar Hiranandani (story and screenplay), Milap Zaveri (dialogue)",2014
"Malaika Arora, Karan Ashar, Mohammed Zeeshan Ayyub, Karim Hajee",1 nomination.,N/A,N/A,Abhishek Dogra,"Comedy, Romance",tt4332114,4.5,"2,104",Hindi,N/A,Dolly Ki Doli,Dolly is a con woman who marries unsuspecting men and on the wedding night runs away with their money. On the case is a police officer and two disgruntled grooms.,Viva Entertainment,N/A,23 Jan 2015,88%,98 min,movie,https://www.facebook.com/DollyKiDoliTheMovie,"Abhishek Dogra, Uma Shankar Singh",2015
"John Abraham, Genelia D'Souza, Raj Babbar, Mohnish Bahl",2 wins & 1 nomination.,N/A,N/A,Nishikant Kamat,"Action, Crime, Drama",tt1992138,6.4,"5,897","Hindi, Panjabi, Marathi, English",N/A,Force,A vengeful drug-dealer/gangster targets and terrorizes an entire police unit and their families.,Fox Searchlight,R,30 Sep 2011,,137 min,movie,http://www.forcethemovie.com/,"Gautham Menon (original story by), Ritesh Shah",2011
"Anushka Shetty, Allu Arjun, Rana Daggubati, Vikramjeet Virk",4 wins.,N/A,N/A,Gunasekhar,"Action, Biography, History",tt2807410,6.2,"2,151","Telugu, Tamil, Malayalam, Hindi",N/A,Rudhramadevi,Queen Rudrama Devi's reign in southern India during the 13th century is herein recounted.,N/A,N/A,09 Oct 2015,,157 min,movie,N/A,"Gunasekhar (story & screenplay), Gopalakrishna Paruchuri (dialogue), Gopalakrishna Paruchuri, Venkateswara Rao Paruchuri (dialogue), Venkateswara Rao Paruchuri, Rajasimha, Prasad Thota",2015
"Madhavan, Kangana Ranaut, Jimmy Shergill, Deepak Dobriyal",1 win & 7 nominations.,N/A,N/A,Anand L. Rai,"Comedy, Drama, Romance",tt1694542,6.7,"10,573","Hindi, Panjabi",N/A,Tanu Weds Manu,"Manu comes to India to find a bride for himself and falls for Tanu at first sight but Tanu, a free spirited girl has no plans of marrying him.",Viva Entertainment,NOT RATED,25 Feb 2011,,113 min,movie,http://www.tanuwedsmanu.com/,Himanshu Sharma (screenplay & dialogue),2011
"Amitabh Bachchan, Saif Ali Khan, Manoj Bajpayee, Deepika Padukone",4 wins & 8 nominations.,N/A,09 Dec 2014,Prakash Jha,Drama,tt1848771,6.2,"4,150","Hindi, English",N/A,Aarakshan,A decision by India's supreme court tests a man's friendships and loyalty.,Reliance Big Pictures,N/A,12 Aug 2011,67%,164 min,movie,http://www.aarakshanthefilm.com/,"Prakash Jha, Anjum Rajabali",2011
"Manoj Bajpayee, Barry John, Delzad Hiwale, Vega Tamotia",3 wins.,N/A,N/A,Bedabrata Pain,"Action, Drama, War",tt1785333,7.3,"1,096",Hindi,N/A,Chittagong,"Set in the turbulence of the 1930s British India, a 14 year old boy, Jhunku, and his journey to find where he belongs. For the first time in Indian history, the British army is defeated by ...",N/A,NOT RATED,12 Oct 2012,,105 min,movie,N/A,"Bedabrata Pain, Shonali Bose",2012
,,,,,,tt6440626,,,,,,,,,,,,,,,
"Rajkummar Rao, Vidya Balan, Emraan Hashmi, Madhurima Tuli",N/A,"$235,361",N/A,Mohit Suri,"Drama, Romance",tt3483612,6.7,"4,172",Hindi,N/A,Hamari Adhuri Kahani,"A single mother finds solace with a wealthy, but lonely hotel magnate, together they find love until her past comes back to confront her.",Fox International,NOT RATED,12 Jun 2015,,129 min,movie,http:// http://www.facebook.com/foxstarhindi,"Mahesh Bhatt, Shagufta Rafique (dialogue)",2015
"Salman Khan, Tabu, Nadira Babbar, Danny Denzongpa",5 nominations.,"$1,187,266",N/A,Sohail Khan,"Action, Drama",tt1188982,5.3,"14,191","Hindi, Indian Sign Language",N/A,Jai Ho,"An ex-army officer initiates a unique idea of propagating social responsibility among ordinary people and in doing so, crosses paths with a powerful political family.",Eros Entertainment,NOT RATED,24 Jan 2014,22%,135 min,movie,http://www.facebook.com/JaiHoOnline,"A.R. Murugadoss (story), Dilip Shukla (screenplay and dialogue)",2014
"Preity Zinta, Isabelle Adjani, Gaurav Chanana, Shekhar Kapur",N/A,N/A,N/A,Prem Soni,"Comedy, Romance",tt1986040,4.1,627,"English, Hindi, French",N/A,Ishkq in Paris,"Akash (Rhehan Malliek) and Ishkq (Preity Zinta), two complete strangers, after having met on a train from Rome to Paris, end up spending the evening together in the romantic city.However, ...",Viacom 18,NOT RATED,24 May 2013,,95 min,movie,https://www.facebook.com/Ishkq.In.Paris?hc_location=stream,"Prem Soni, Preity Zinta",2013
"Rajinikanth, Deepika Padukone, Sarath Kumar, Jackie Shroff",1 nomination.,N/A,N/A,Soundarya R. Ashwin,"Animation, Action, Adventure",tt2339505,6.6,"4,219","Tamil, Telugu, Hindi, Panjabi, Malayalam, Bhojpuri, English, Spanish, French, Japanese, Korean, Chinese",N/A,Kochadaiiyaan,A saga of revenge undertaken by a son for his father's name and his kingdom.,N/A,N/A,23 May 2014,,124 min,movie,N/A,K.S. Ravikumar,2014
"Nawazuddin Siddiqui, Bidita Bag, Shradha Das, Divya Dutta",N/A,N/A,N/A,Kushan Nandy,"Action, Crime, Thriller",tt6711660,7.1,654,"Hindi, Bengali",N/A,Babumoshai Bandookbaaz,"The movie, filled with humor and romance, is a quirky ride into the life and times of a small time contract killer, Babu, played by Nawazuddin Siddiqui. The film spins around his love, his friends, his rivalries and his revenge.",N/A,N/A,25 Aug 2017,,122 min,movie,N/A,Ghalib Asadbhopali,2017
"Allu Arjun, Ram Charan, Shruti Haasan, Amy Jackson",2 nominations.,N/A,N/A,Vamshi Paidipally,"Action, Thriller",tt2211173,5.3,"5,295","Telugu, Tamil, Malayalam, Tamil, Hindi",N/A,Yevadu,"A man seeks revenge from the killers of his lover, who were also responsible for the loss of his real face. Little does he know that his new face will bring bigger trouble for him.",N/A,N/A,11 Jan 2014,,165 min,movie,N/A,"Ashwin (script co-writer), Hari (additional screenplay), Hari (story assistance), Vamshi Paidipally, Vamshi Paidipally (screenplay), Vamshi Paidipally (story), Abburi Ravi (dialogue), Vakkantham Vamsi (story)",2014
"Vikram Chatterjee, Shataf Figar, Poonam Gurung, Arnab Bhattacharya",5 wins & 7 nominations.,N/A,N/A,Arka Ganguly,"Crime, Mystery, Thriller",tt6095994,8.7,58,"Bengali, Hindi, English, Nepali",N/A,Khoj,A crime thriller shot in the hills of India.,N/A,N/A,02 Jun 2017,,116 min,movie,N/A,"Arka Ganguly (story), Arka Ganguly",2017
"Salman Khan, Kareena Kapoor Khan, Raj Babbar, Asrani",4 wins & 10 nominations.,N/A,N/A,Siddique,"Action, Romance",tt1729637,4.6,"18,845","Hindi, English",41,Bodyguard,The daughter of a wealthy nobleman secretly falls in love with her bodyguard.,N/A,N/A,31 Aug 2011,41/100,130 min,movie,N/A,"J.P. Chowksey (screenplay & dialogue), Kiran Kotrial (screenplay & dialogue), Siddique",2011
"Swara Bhaskar, Ratna Pathak Shah, Riya Shukla, Pankaj Tripathi",2 wins.,N/A,N/A,Ashwiny Iyer Tiwari,"Drama, Family",tt5005684,8.5,"3,386",Hindi,N/A,Nil Battey Sannata,A story about a single women (a Mom) and dreams on her Daughter.,N/A,N/A,22 Apr 2016,,100 min,movie,N/A,"Nitesh Tiwari (story), Ashwiny Iyer Tiwari (screenplay & dialogue), Neeraj Singh (screenplay & dialogue), Pranjal Choudhary (screenplay & dialogue), Nitesh Tiwari (screenplay & dialogue)",2015
"Naseeruddin Shah, Arjun Rampal, Nana Patekar, Ranbir Kapoor",1 win & 14 nominations.,"$2,000,000",12 Aug 2010,Prakash Jha,"Crime, Thriller",tt1291465,7.1,"13,885","Hindi, English",N/A,Raajneeti,"When the American-educated scion of a powerful Indian family returns to the subcontinent, his first taste of power starts him down a corrupt path.",UTV Distribution,NOT RATED,04 Jun 2010,14%,163 min,movie,http://www.raajneeti.net,"Prakash Jha, Anjum Rajabali, Sameer (lyrics)",2010
"Emraan Hashmi, Geetanjali, Danny Huston, Khalid Abdalla",1 nomination.,N/A,N/A,Danis Tanovic,"Drama, Thriller",tt3004774,7.1,275,"Hindi, English, Urdu, German",N/A,Tigers,"Ayan, a pharmaceutical salesman in Pakistan, takes on the multinational health care corporation he works for after he realizes they knowingly marketed a baby formula that's responsible for the death of hundreds of babies everyday.",N/A,N/A,N/A,,90 min,movie,N/A,"Andy Paterson, Danis Tanovic",2014
"Shahid Kapoor, Anushka Sharma Kohli, Meiyang Chang, Vir Das",1 nomination.,N/A,27 Jul 2010,Parmeet Sethi,"Comedy, Crime, Drama",tt1602476,6.0,"5,139","Hindi, English",N/A,Badmaa$h Company,"In the 1990s, Four young friends get together in Mumbai to start a company, which turns out to be an instant hit due to their unorthodox methods.",Yash Raj Films,N/A,07 May 2010,,142 min,movie,http://www.yashrajfilms.com/,"Parmeet Sethi (screenplay), Parmeet Sethi (story)",2010
"Emraan Hashmi, Neha Sharma, Arjan Bajwa, Mashhoor Amrohi",N/A,N/A,N/A,Mohit Suri,"Action, Crime, Drama",tt1753640,5.0,"1,451","Hindi, English",N/A,Crook: It's Good to Be Bad,Corrupt police and racially motivated attacks against Indian students complicate a re-located crook's life and romance in Australia.,Bollywood Films,N/A,08 Oct 2010,,121 min,movie,N/A,"Kumaar (lyrics), Mohit Suri (story), Ankur Tewari (screenplay & dialogues)",2010
"Patrick Gorman, Judith Hoersch, Yoann Sover, Daymon Britton",4 wins & 3 nominations.,N/A,N/A,"Xavier Agudo, Ryan Bajornas, Surya Balakrishnan, Nicola Barnaba, Petras Baronas, Juliane Block, Ian Bonner, Julia Caiuby, Gregory Cattell, Diane Cheklich, Vicky Choromidou, Hesam Dehghani, Todd Felderstein, Ingrid Franchi, Yango Gonzalez, Vania Ivanova, Yosef Khouwes, George Korgianitis, Joycelyn Lee, Craig Lines, Athanasia Michopoulou, Isazaly Mohd Isa, Daniel Montoya, Omer Moutasim, Marc Oberdorfer, Tiago P. de Carvalho, Aditya Pawar, Tony Pietra, Kevin Rumley, Andrés Sandoval, Guillem Serrano, Marty Shea, Nitye Sood, Amirah M. Tajdin, Dzenan Tarakcija, Adrian Tudor, John Versical, Kresna D. Wicaksana, Rafael Yoshida","Crime, Drama, Mystery",tt2575290,6.4,110,"English, Persian, Indonesian, Spanish, Italian, German, Greek, Chinese, Hindi, Portuguese, Arabic, Romanian, Filipino, Malay",N/A,Train Station,"When a mysterious train accident forces a man to change his plans, he is confronted with a series of choices. Each decision he makes leads to a different scenario, each one filmed by a different director with a different cast.",N/A,N/A,03 Feb 2017,,97 min,movie,N/A,"Xavier Agudo, Amjad Abu Alala, Petras Baronas, Juliane Block, Leroux Botha, Julia Caiuby, Gregory Cattell, David Cerqueiro, Diane Cheklich, Vicky Choromidou, Violetta D'Agata, Felix A. Dausend, Hesam Dehghani, Paul Douglas, Todd Felderstein, Alex Ferguson, Yango Gonzalez, Yosef Khouwes, George Korgianitis, Craig Lines, Athanasia Michopoulou, Isazaly Mohd Isa, Daniel Montoya, Steve Murphy, Marc Oberdorfer, Tiago P. de Carvalho, Aditya Pawar, Tony Pietra, Felipe Rosa (segment), Loh Yin San, Guillem Serrano, Marty Shea, Nitye Sood, Wilson Stiner, Amirah M. Tajdin, Dzenan Tarakcija, Adrian Tudor, John Versical, Rafael Yoshida, Bruno Zakarewicz",2015
"Kareena Kapoor Khan, Kajol, Arjun Rampal, Amrita Prakash",1 win & 1 nomination.,"$631,276",26 Oct 2010,Siddharth Malhotra,"Drama, Family",tt1428459,5.6,"2,375",Hindi,N/A,We Are Family,A divorced mother of three children runs a happy household - until her former husband brings his new career-oriented girlfriend into the picture.,UTV Motion Pictures,NOT RATED,10 Sep 2010,,115 min,movie,http://www.wearefamilythefilm.com/,Niranjan Iyengar (dialogue),2010
"Himesh Reshammiya, Yo Yo Honey Singh, Irrfan Khan, Zoya Afroz",3 nominations.,N/A,N/A,Ananth Narayan Mahadevan,Thriller,tt3645014,3.3,"1,337",Hindi,N/A,The Xpose,"This is a dramatic chain of events in the most glamorous ,swinging era of Hindi films... the 1960s. It was a decade when film stars tasted success and carried their larger than life screen ...",N/A,N/A,16 May 2014,,113 min,movie,N/A,"Himesh Reshammiya (story), Jainesh Ejardar (screenplay), Himesh Reshammiya (screenplay), Bunty Rathore (dialogue)",2014
"Rati Agnihotri, Shweta Bhardwaj, Gulshan Grover, Manoj Joshi",N/A,N/A,N/A,Chandrakant Singh,"Action, Comedy, Crime",tt1947973,3.8,177,"Hindi, English",N/A,Bin Bulaye Baraati,Petty robbers on the run from gangsters and police end up in a town where they are mistaken for police officers.,N/A,N/A,17 Jun 2011,,133 min,movie,N/A,"Praful Parekh (screenplay), Praful Parekh (story), Salim Sheikh (screenplay), Salim Sheikh (story), Dilip Shukla (dialogue)",2011
"Abhishek Bachchan, Bipasha Basu, Rana Daggubati, Prateik",1 win & 1 nomination.,"$563,699",27 Sep 2011,Rohan Sippy,"Action, Crime, Drama",tt1618430,6.2,"3,376","Hindi, English, Russian",N/A,Dum Maaro Dum,A corrupt police officer is entrusted the task of apprehending drug-dealers.,20th Century Fox,R,22 Apr 2011,,128 min,movie,http://www.dummaarodum.com,"Charudutt Acharya (dialogue), Purva Naresh (dialogue), Shridhar Raghavan (dialogue), Shridhar Raghavan",2011
"Abhishek Bachchan, Kangana Ranaut, Anupam Kher, Boman Irani",2 wins.,"$127,759",16 May 2011,Abhinay Deo,"Action, Crime, Drama",tt1772872,5.1,"1,669","Hindi, English",N/A,Game,"A wealthy man invites four people to his private island to blame three of them for his daughter's sudden death. The next morning, the wealthy man is found murdered.",Eros International,NOT RATED,01 Apr 2011,,135 min,movie,http://www.gamethefilm.in,"Farhan Akhtar (dialogue), Javed Akhtar (lyrics)",2011
"Kainaz Motivala, Rajkummar Rao, Rajat Kaul, Janice",1 win.,N/A,N/A,Pawan Kripalani,"Drama, Horror, Mystery",tt1890513,4.9,"2,057","Hindi, Marathi, English",N/A,Ragini MMS,"Out to relax and have fun at a farmhouse, a couple experience horror at the hands of an unknown entity.",Contentino,NOT RATED,13 May 2011,,93 min,movie,N/A,"Vaspar Dandiwala (story), Pawan Kripalani (story), Virag Mishra (lyrics), Agnel Roman (lyrics), Mayank Tewaari (dialogue), Mayank Tewaari (screenplay co-writer)",2011
"Salman Khan, Sonam Kapoor, Neil Nitin Mukesh, Deepak Dobriyal",2 wins.,"$3,725,383",N/A,Sooraj R. Barjatya,"Action, Drama, Musical",tt3595298,4.7,"14,188","Hindi, Tamil, English, French",N/A,Prem Ratan Dhan Payo,"While recovering from an assassination attempt four days before his coronation, a stern prince is replaced by a romantic lookalike.",Rajshri Productions,NOT RATED,12 Nov 2015,44%,164 min,movie,N/A,"Sooraj R. Barjatya (story and screenplay), Aash Karan Atal (dialogue)",2015
"Nawazuddin Siddiqui, Radhika Apte, Ashutosh Acharya, Shahzad Ahmad",1 nomination.,N/A,N/A,Ketan Mehta,"Adventure, Biography, Drama",tt3449292,8.1,"14,495",Hindi,N/A,Manjhi: The Mountain Man,"Using only a hammer and a chisel, a man spends twenty-two years carving a road through a treacherous mountain.",N/A,N/A,21 Aug 2015,,120 min,movie,N/A,"Shahzad Ahmad (research and dialogue), Mahendra Jakhar (screen play by), Jakhar Mahendar (screenplay), Ketan Mehta (screenplay), Deepak Ramola (lyricist), Shaiwal (dialogue consultant), Varadraj Swami (research and dialogue)",2015
"Luke Kenny, Kirti Kulhari, Ashwin Mushran, Benjamin Gilani",N/A,N/A,N/A,"Luke Kenny, Devaki Singh","Drama, Horror, Thriller",tt2633598,4.3,243,Hindi,N/A,Rise of the Zombie,Neil Parker is a passionate wildlife photographer who pays more attention to his wildlife than his human life. as a result his relationships with the real world suffer. When his girlfriend ...,N/A,N/A,05 Apr 2013,,86 min,movie,N/A,Devaki Singh,2013
"Shahid Kapoor, Sonam Kapoor, Anupam Kher, Supriya Pathak",1 win & 1 nomination.,"$725,966",30 Jan 2012,Pankaj Kapur,"Drama, Romance",tt1627924,4.7,"4,613","Hindi, Panjabi, Urdu, Gujarati, English",N/A,Mausam,"A war, religious conflicts, and misunderstandings create obstacles for a couple of different faiths.",Eros Entertainment,N/A,23 Sep 2011,,161 min,movie,http://mausam-thefilm.com/,"Carl Austin (story and additional screenplay), Pankaj Kapur (screenplay & dialogue)",2011
"Dibyendu Bhattacharya, Saba Joshi, Avtar Sahani, Geeta Bisht",N/A,N/A,N/A,Sidharth Srinivasan,"Drama, Mystery, Thriller",tt1709731,5.7,67,Hindi,N/A,Soul of Sand,"Amid the epic landscape of the Mahabharata, the stage is set for an intimate yet eternal tussle between custom and commerce, tradition and modernity.",The Global Film Initiative,N/A,15 Jan 2011,,99 min,movie,N/A,"Sidharth Srinivasan (story), Sidharth Srinivasan",2010
"Vidya Balan, Emraan Hashmi, Rajesh Sharma, Parvin Dabas",N/A,"$203,044",N/A,Raj Kumar Gupta,"Comedy, Crime, Thriller",tt2246724,5.7,"4,047",Hindi,N/A,Ghanchakkar,A safe cracker claims he has lost his memory when two criminals come calling for their cut of the bank heist loot.,UTV Motion Pictures,N/A,03 Jul 2013,,137 min,movie,https://www.facebook.com/UTVMotionPictures,"Raj Kumar Gupta (screenplay and dialogue), Parveez Sheikh (screenplay and dialogue), Parveez Sheikh (story)",2013
"Prateik, Amy Jackson, Sachin Khedekar, Manu Rishi Chadha",1 nomination.,N/A,N/A,Gautham Menon,"Drama, Romance",tt2126282,5.8,"2,506",Hindi,N/A,Ekk Deewana Tha,An aspiring filmmaker from Mumbai falls in love with a woman from a strict orthodox Christian family.,20th Century Fox,PG,17 Feb 2012,,136 min,movie,http://www.ekkdeewanatha.com/,"Manu Rishi Chadha (dialogue), Meghana Karthik (subtitles), Gautham Menon (story and screenplay), Laju Nanwani",2012
"Lauren Spartano, Niveditha, Amrutha Karagada, Niranjan Bopanna",N/A,N/A,N/A,Adarsh Eshwarappa,"Crime, Drama, Thriller",tt4688446,8.5,173,"Kannada, Hindi, English",N/A,Shuddhi,An American in India befriends two journalists who are fighting for juvenile justice; her trip turns into a spiritual journey.,N/A,NOT RATED,21 Apr 2017,,114 min,movie,N/A,"Adarsh Eshwarappa (story), Adarsh Eshwarappa, Adarsh Eshwarappa",2017
N/A,N/A,N/A,N/A,Tanuja Chandra,"Short, Drama, Romance",tt5020726,N/A,N/A,Hindi,N/A,Silvat,"A young, middle-class housewife, living in the crowded lanes of Bombay in 1997, struggles with her loneliness, and cannot stop herself from falling in love with her neighbourhood tailor ...",N/A,N/A,N/A,,45 min,movie,N/A,N/A,2015
"Aditya Narayan, Shweta Agarwal, Shubh Joshi, Natasha Sinha",1 win.,N/A,N/A,Vikram Bhatt,"Adventure, Horror, Romance",tt1600439,5.7,582,"Hindi, English",N/A,Shaapit: The Cursed,"In order to wed his sweetheart, a male must reverse a 350-year old curse on her family.",TheMovieKaka,N/A,19 Mar 2010,,145 min,movie,N/A,"Vikram Bhatt (screenplay), Vikram Bhatt (story), Girish Dhamija (dialogues), Aditya Narayan (lyrics), Dheeraj Rattan (screenplay), Sameer (lyrics), Najam Sheraz (lyrics), Vrushali Telang (additional screenplay)",2010
"Varsha Agnihotri, Shabana Azmi, Jayati Bhatia, Jaya Bhattacharya",N/A,N/A,N/A,Manika Sharma,"Drama, Fantasy",tt1233600,6.7,37,"Hindi, English",N/A,The Wishing Tree,"Produced by Raajaysh Chetwal (Rhombus Films), 'The Wishing Tree' is a magical, inspirational and an extremely entertaining story of five children in a hill-station somewhere in India, who ...",N/A,N/A,09 Jun 2017,,99 min,movie,N/A,Manika Sharma,2017
"Himesh Reshammiya, Farah Karimaee, Naseeruddin Shah, Shekhar Kapur",N/A,N/A,N/A,Shawn Arranha,"Action, Drama, Romance",tt5056470,2.7,714,"English, Hindi",N/A,Teraa Surroor,"Tara Wadia (Farah Karimaee), a singer and girlfriend of a gangster Raghu (Himesh Reshammiya) lives with her mother (Shernaz Patel). She goes to Dublin where she gets detained after being ...",N/A,NOT RATED,11 Mar 2016,0%,106 min,movie,N/A,"Namrata Ramsay (screenplay by), Himesh Reshammiya",2016
"Irrfan Khan, Chitrangda Singh, Arunoday Singh, Aditi Rao Hydari",1 nomination.,N/A,N/A,Sudhir Mishra,"Crime, Drama, Thriller",tt1754920,7.5,"3,962",Hindi,N/A,Yeh Saali Zindagi,Gangsters kidnap the prospective son-in-law of a politician in order to secure the release of an imprisoned gang-member.,N/A,N/A,04 Feb 2011,,130 min,movie,N/A,"Manu Rishi Chadha (dialogues), Swanand Kirkire (lyrics), Sudhir Mishra (dialogues), Sudhir Mishra (story and screenplay)",2011
,,,,,,tt8011712,,,,,,,,,,,,,,,
"Ayushmann Khurrana, Kunaal Roy Kapur, Pooja Salvi, Gaelyn Mendonca",N/A,N/A,27 May 2013,Rohan Sippy,Comedy,tt2341766,5.9,"3,562",Hindi,N/A,Nautanki Saala!,An actor's life changes dramatically when he saves a stranger from suicide.,Viva Entertainment,N/A,12 Apr 2013,,119 min,movie,https://www.facebook.com/NautankiSaalaofficial,"Benoît Graffin (original story), Pierre Salvadori (original story), Nipun Dharmadhikari (screenplay and dialogue), Rohan Sippy (screenplay and dialogue), Charudutt Acharya (screenplay and dialogue)",2013
"Mischa Barton, Martin Sheen, Kal Penn, Tannishtha Chatterjee",1 nomination.,"$12,111",N/A,Ravi Kumar,"Drama, History",tt0839742,7.3,"1,733","English, Hindi",50,Bhopal: A Prayer for Rain,"Interwoven stories of people in India and US as they face dilemmas of life time in the months leading to the biggest Industrial disaster in human history that claimed 10,000 innocent lives within a few hours. Inspired by real events.",Revolver Entertainment,NOT RATED,07 Nov 2014,64%,96 min,movie,http://www.bhopalmovie.com/,"Ravi Kumar, David Brooks, Ravi Kumar",2014
"Neil Nitin Mukesh, Deepika Padukone, Vijay Adhav, Manish Chaudhary",1 nomination.,N/A,15 Feb 2011,Pradeep Sarkar,"Action, Drama, Romance",tt1606267,5.3,"1,713",Hindi,N/A,Lafangey Parindey,"Set in grungy Mumbai, an edgy love story of a blindfolded street fighter and a blind dancer and their never-say-die spirit to achieve the impossible.",Yash Raj Films,NOT RATED,20 Aug 2010,,126 min,movie,http://www.facebook.com/lafangeyparindeyofficial,"Swanand Kirkire (lyrics), Gopi Puthran (story,  screenplay and dialogue)",2010
"Akshay Kumar, Asin, John Abraham, Jacqueline Fernandez",9 wins & 7 nominations.,"$1,586,745",N/A,Sajid Khan,"Action, Comedy, Musical",tt1980986,5.4,"10,771",Hindi,N/A,Housefull 2,A comedy of errors wherein four men help each other to fool their prospective father-in-laws creating a cascade of confusion and mayhem.,Eros Entertainment,NOT RATED,05 Apr 2012,,145 min,movie,N/A,"Tushar Hiranandani (screenplay), Sajid Khan (screenplay), Sajid Nadiadwala (story), Sajid (dialogue), Sajid (screenplay), Farhad Samji (dialogue), Farhad Samji (screenplay)",2012
"Adil Khan, Caterina Lopez, Pavan Malhotra, Kay Kay Menon",N/A,N/A,N/A,Ankush Bhatt,"Crime, Drama, Thriller",tt1667823,6.2,516,"Hindi, Marathi",N/A,Bhindi Baazaar,Power struggles ensue in a gang after the sudden death of their leader.,N/A,N/A,17 Jun 2011,,157 min,movie,N/A,"Ghalib Asadbhopali (screenplay), Kapil Gulati (story)",2011
"Sunny Deol, Bobby Deol, Shreyas Talpade, Randheer Rai",N/A,"$89,075",N/A,Shreyas Talpade,Comedy,tt6352548,5.6,996,Hindi,N/A,Poster Boys,Life of three men comes in trouble when their photos appear on advertisement for sterilization.,Affluence Movies Pvt. Ltd,PG-13,08 Sep 2017,,128 min,movie,N/A,Bunty Rathore,2017
"Govinda, Priyanka Chopra, Kader Khan, Vikas Anand",N/A,N/A,N/A,K.C. Bokadia,"Comedy, Romance, Thriller",tt2361022,2.8,241,Hindi,N/A,Deewana Main Deewana,Basant (Govinda) does everything he can to get the girl he loves,N/A,N/A,01 Feb 2013,,130 min,movie,N/A,K.C. Bokadia (screenplay),2013
"Jennifer Winget, Kunal Kohli, Dalip Tahil, Sushmita Mukherjee",N/A,N/A,N/A,"Ajay Bhuyan, Kunal Kohli",Romance,tt4114302,6.0,127,Hindi,N/A,Phir Se...,"The paths of a man and a woman, who have both been recently divorced from their spouses, intersect at an art exhibition in London.",N/A,N/A,15 Jan 2018,,118 min,movie,N/A,N/A,2018
"Rishi Kapoor, Irrfan Khan, Arjun Rampal, Shruti Haasan",5 wins & 16 nominations.,N/A,N/A,Nikkhil Advani,"Action, Crime, Drama",tt2385104,7.2,"7,384",Hindi,N/A,D-Day,A team of experts dispatched to bring in The Most Wanted Man in India almost achieves the unthinkable ... until something goes horribly wrong.,Yash Raj Films,N/A,19 Jul 2013,,153 min,movie,http://www.waitfordday.com/,"Nikkhil Advani, Ritesh Shah, Suresh Nair, Niranjan Iyengar, Nikkhil Advani (screenplay), Ritesh Shah (dialogue)",2013
